VARIABLES = "log_1_0(dx)", "log_1_0(h)","log_1_0(DG)", "log_1_0(Option 1)", "log_1_0(Option 3a)", "log_1_0(Option 3b)", "Time (s)"
ZONE T = "P=2 M=4"
-0.30103 -1.01671 -2.77659 -2.98289 -2.98336 -2.98324 0.0335131 
-0.60206 -1.31774 -3.26114 -3.45704 -3.45677 -3.45542 0.164092 
-0.90309 -1.61877 -4.07173 -4.27199 -4.2721 -4.27197 0.923616 
-1.20412 -1.9198 -4.94114 -5.14624 -5.14625 -5.14581 4.55432 
-1.50515 -2.22083 -5.85417 -6.05975 -6.05975 -6.05912 27.1452 
-1.80618 -2.52186 -6.81068 -7.02197 -7.02197 -7.0206 169.053 
-2.10721 -2.82289 -7.7855 -8.007 -8.007 -8.0043 1486.63 
