VARIABLES="DOF", "Cd Error Indicator", "Cd Error Estimate", "Cd", "Cl"
ZONE T="P1 20k"
          1134      3.875610705307e-02      8.027024720814e-03  7.140940450368E-02   1.671409085630E-02 
          1578      7.739772363224e-03     -2.536062873474e-03  6.157640588728E-02   1.243239649255E-03 
          2124      3.328945275783e-03     -1.713049995485e-05  6.214834391640E-02   2.531547410529E-03 
          2907      1.388729168560e-03      4.032156134705e-04  6.174193643366E-02  -9.872426749553E-04 
          4065      7.020143044721e-04      2.885976219252e-04  6.134633813192E-02  -1.977296743836E-04 
          5631      3.851812690681e-04      1.700992128391e-04  6.115887138279E-02   8.704105034592E-04 
          7899      2.100926295531e-04      1.216368623345e-04  6.108098478932E-02   2.124878688412E-04 
         11262      1.319650687667e-04      7.960584699410e-05  6.102105946314E-02   5.747915385657E-05 
         16224      7.585306833340e-05      4.861726220709e-05  6.098027305175E-02   2.903251030695E-06 
         19278      5.583870354928e-05      3.569793376925e-05  6.096430895182E-02  -6.528169977082E-05 
         19542      5.218351246191e-05      2.977932936770e-05  6.095789824326E-02  -6.992440624920E-05 
         19620      5.331397145720e-05      3.415483320357e-05  6.096129634111E-02  -2.402236486709E-05 
         19509      5.338445908061e-05      3.101566446452e-05  6.095801037878E-02   1.041017644701E-04 
         19665      4.918574952959e-05      2.938133279987e-05  6.095592367890E-02   4.066917909507E-05 
         19620      5.074580160989e-05      2.920505258060e-05  6.095533165559E-02   1.044957397101E-05 
         19644      5.207155044169e-05      2.961477568329e-05  6.095610516784E-02  -2.387969043172E-05 
         19713      4.929920226707e-05      2.888351246523e-05  6.095508332112E-02   1.953685935518E-05 
         19668      5.079596237978e-05      2.960263536990e-05  6.095614457877E-02   9.328072889536E-05 
         19677      5.022840041295e-05      3.050854564123e-05  6.095732219898E-02   8.988104603791E-05 
         19662      5.064974890347e-05      2.843943020510e-05  6.095511764851E-02   1.206024336637E-04 
         19548      5.110082877339e-05      2.964523093555e-05  6.095595795795E-02  -4.568011529216E-05 
         19515      5.163636884272e-05      2.985781760624e-05  6.095597753905E-02   6.615822950895E-05 
         19650      5.134306819861e-05      2.882839444126e-05  6.095485673768E-02  -2.410394367447E-05 
         19575      5.135146263803e-05      3.036481152996e-05  6.095627085500E-02   6.719457925497E-05 
         19572      5.177575108775e-05      3.056065139650e-05  6.095653211499E-02  -6.460851584800E-05 
         19491      5.210878316488e-05      3.042669740634e-05  6.095644383343E-02   5.652775007237E-05 
         19704      5.163659774667e-05      2.852118899308e-05  6.095464898916E-02  -1.181009946567E-04 
         19719      5.007413464673e-05      2.829557485076e-05  6.095440730239E-02   8.948767871342E-05 
         19668      5.285774412671e-05      3.103498723128e-05  6.095731168292E-02  -1.744867666891E-04 
         19512      5.224603840266e-05      2.873596528485e-05  6.095476194595E-02   1.283454082164E-04 
         19449      5.203976101293e-05      2.970740445475e-05  6.095575926126E-02   1.113693556065E-05 
