VARIABLES="DOF", "Cd Error Indicator", "Cd Error Estimate", "Cd", "Cl"
ZONE T="P2 40k"
          2268      7.032494629114e-03     -4.712530064982e-03  5.747698505269E-02   3.201812908909E-03 
          3294      1.415165009485e-03     -3.912435741713e-04  6.101617369310E-02  -3.288531773087E-03 
          4488      3.220268541515e-04     -4.262912411399e-06  6.101521777895E-02  -1.222187791816E-05 
          6240      8.762400058987e-05     -9.988595141924e-07  6.094797396890E-02  -2.474617457928E-04 
          8586      2.918705348656e-05      1.844190431438e-06  6.093184724425E-02  -3.399909042101E-05 
         12216      1.172887744700e-05      3.094091487163e-06  6.093140298089E-02  -1.315727805997E-04 
         17346      4.516935420553e-06      2.362769885534e-06  6.092839681366E-02  -7.761580385604E-05 
         24792      2.183665173892e-06      1.612858111225e-06  6.092646558486E-02  -3.030432124218E-05 
         35706      1.188049136605e-06      9.625012470486e-07  6.092548842816E-02  -2.483945744736E-05 
         38982      8.222072159545e-07      7.013312034124e-07  6.092418452292E-02   1.329279501527E-06 
         39126      6.225397887756e-07      4.741911932238e-07  6.092362030314E-02  -4.176035453884E-06 
         39618      4.140142788765e-07      2.721472104927e-07  6.092327928178E-02  -1.384146991468E-08 
         39438      3.225571504509e-07      2.129935251945e-07  6.092315691072E-02  -2.007928059378E-06 
         39210      3.057724275920e-07      1.752927221840e-07  6.092312155837E-02  -1.839461482023E-06 
         39180      2.805265764886e-07      1.502956388180e-07  6.092311266678E-02  -1.116087060105E-06 
         39390      2.848209406212e-07      1.545011362077e-07  6.092312905839E-02  -9.695188074588E-07 
         39510      2.827242040040e-07      1.526811676904e-07  6.092312558764E-02  -1.665613784674E-07 
         39402      2.907376416434e-07      1.480839555288e-07  6.092312559665E-02  -5.776110079125E-08 
         39444      2.820176153139e-07      1.592190712947e-07  6.092314134562E-02   4.795617707387E-07 
         39036      2.774875757811e-07      1.352011698842e-07  6.092311409869E-02  -5.907537898864E-07 
         39402      2.613377369700e-07      1.388643147919e-07  6.092311872279E-02   1.144685006782E-06 
         39330      2.775994838736e-07      1.298708690761e-07  6.092311163957E-02  -6.141919055569E-07 
         39276      2.717319251150e-07      1.368497329939e-07  6.092311725716E-02   5.613483118339E-07 
         39240      2.853698565358e-07      1.591198047187e-07  6.092313942724E-02   1.896834982418E-07 
         39264      2.871223708759e-07      1.454226627339e-07  6.092312632086E-02  -2.042672109237E-07 
         39228      2.741767377130e-07      1.461414615722e-07  6.092312649408E-02   3.499348570912E-07 
         39174      2.887170275679e-07      1.342795399585e-07  6.092311432576E-02  -1.799875841701E-07 
         39546      2.767885029679e-07      1.423854911244e-07  6.092312337786E-02  -3.394563385939E-07 
         39474      2.809614081201e-07      1.448285515783e-07  6.092312620721E-02   4.363394054963E-07 
         39852      2.860529343790e-07      1.493078656016e-07  6.092313010607E-02   4.789347629597E-08 
         39606      2.904027907078e-07      1.357921378234e-07  6.092311676566E-02   3.775150485552E-07 
